0.5,62.28260869565217
1.5,126.84782608695652
2.5,191.41304347826087
3.5,255.97826086956522
4.5,320.54347826086956
5.5,385.10869565217394
6.5,449.67391304347825
7.5,514.2391304347826
8.5,578.804347826087
9.5,643.3695652173913
10.5,707.9347826086956
11.5,772.5
12.5,837.0652173913044
13.5,901.6304347826087
14.5,966.195652173913
15.5,1030.7608695652175
16.5,1095.3260869565217
17.5,1159.891304347826
18.5,1224.4565217391305
19.5,1289.0217391304348
20.5,1353.5869565217392
21.5,1418.1521739130435
22.5,1482.7173913043478
23.5,1547.2826086956522
24.5,1611.8478260869565
25.5,1676.4130434782608
26.5,1740.9782608695652
27.5,1805.5434782608695
28.5,1870.108695652174
29.5,1934.6739130434783
30.5,1999.2391304347825
31.5,2063.804347826087
32.5,2128.3695652173915
33.5,2192.9347826086955
34.5,2257.5
35.5,2322.0652173913045
36.5,2386.6304347826085
37.5,2451.195652173913
38.5,2515.7608695652175
39.5,2580.3260869565215
40.5,2644.891304347826
41.5,2709.4565217391305
42.5,2774.021739130435
43.5,2838.586956521739
44.5,2903.1521739130435
45.5,2967.717391304348
46.5,30.0
47.5,30.0
48.5,30.0
49.5,30.0
50.5,30.0
51.5,30.0
52.5,30.0
53.5,30.0
54.5,30.0
55.5,30.0
56.5,30.0
57.5,30.0
58.5,30.0
59.5,30.0
60.5,30.0
61.5,30.0
62.5,30.0
63.5,30.0
64.5,30.0
65.5,30.0
66.5,62.28260869565217
67.5,126.84782608695652
68.5,191.41304347826087
69.5,255.97826086956522
70.5,320.54347826086956
71.5,385.10869565217394
72.5,449.67391304347825
73.5,514.2391304347826
74.5,578.804347826087
75.5,643.3695652173913
76.5,707.9347826086956
77.5,772.5
78.5,837.0652173913044
79.5,901.6304347826087
80.5,966.195652173913
81.5,1030.7608695652175
82.5,1095.3260869565217
83.5,1159.891304347826
84.5,1224.4565217391305
85.5,1289.0217391304348
86.5,1353.5869565217392
87.5,1418.1521739130435
88.5,1482.7173913043478
89.5,1547.2826086956522
90.5,1611.8478260869565
91.5,1676.4130434782608
92.5,1740.9782608695652
93.5,1805.5434782608695
94.5,1870.108695652174
95.5,1934.6739130434783
96.5,1999.2391304347825
97.5,2063.804347826087
98.5,2128.3695652173915
99.5,2192.9347826086955
100.5,2257.5
101.5,2322.0652173913045
102.5,2386.6304347826085
103.5,2451.195652173913
104.5,2515.7608695652175
105.5,2580.3260869565215
106.5,2644.891304347826
107.5,2709.4565217391305
108.5,2774.021739130435
109.5,2838.586956521739
110.5,2903.1521739130435
111.5,2967.717391304348
112.5,30.0
113.5,30.0
114.5,30.0
115.5,30.0
116.5,30.0
117.5,30.0
118.5,30.0
119.5,30.0
120.5,30.0
121.5,30.0
122.5,30.0
123.5,30.0
124.5,30.0
125.5,30.0
126.5,30.0
127.5,30.0
128.5,30.0
129.5,30.0
130.5,30.0
131.5,30.0
132.5,62.28260869565217
133.5,126.84782608695652
134.5,191.41304347826087
135.5,255.97826086956522
136.5,320.54347826086956
137.5,385.10869565217394
138.5,449.67391304347825
139.5,514.2391304347826
140.5,578.804347826087
141.5,643.3695652173913
142.5,707.9347826086956
143.5,772.5
144.5,837.0652173913044
145.5,901.6304347826087
146.5,966.195652173913
147.5,1030.7608695652175
148.5,1095.3260869565217
149.5,1159.891304347826
150.5,1224.4565217391305
151.5,1289.0217391304348
152.5,1353.5869565217392
153.5,1418.1521739130435
154.5,1482.7173913043478
155.5,1547.2826086956522
156.5,1611.8478260869565
157.5,1676.4130434782608
158.5,1740.9782608695652
159.5,1805.5434782608695
160.5,1870.108695652174
161.5,1934.6739130434783
162.5,1999.2391304347825
163.5,2063.804347826087
164.5,2128.3695652173915
165.5,2192.9347826086955
166.5,2257.5
167.5,2322.0652173913045
168.5,2386.6304347826085
169.5,2451.195652173913
170.5,2515.7608695652175
171.5,2580.3260869565215
172.5,2644.891304347826
173.5,2709.4565217391305
174.5,2774.021739130435
175.5,2838.586956521739
176.5,2903.1521739130435
177.5,2967.717391304348
178.5,30.0
179.5,30.0
